Project,Respondent ID,Start Date,End Date,IP Address,Year Established,Industry
SSV2024,1.18E+11,9/17/2023,9/17/2023,97.78.182.150,2012,Trading Company
SSV2024,1.18E+11,9/17/2023,9/17/2023,97.150.76.199,2006,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/16/2023,9/16/2023,99.121.22.97,1988,Trading Company
SSV2024,1.18E+11,9/16/2023,9/16/2023,108.7.44.44,2010,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/16/2023,9/16/2023,136.226.69.6,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/15/2023,107.184.68.74,2005,Transportation/Logistics
SSV2024,1.18E+11,9/15/2023,9/15/2023,104.176.1.119,1995,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,96.72.91.109,2011,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,104.56.113.1,2018,Commercial Professional Services
SSV2024,1.18E+11,9/15/2023,9/15/2023,12.172.141.9,1968,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,12.180.137.58,1987,IT
SSV2024,1.18E+11,9/15/2023,9/15/2023,23.25.14.2,1996,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,172.127.56.13,2006,Other
SSV2024,1.18E+11,9/15/2023,9/15/2023,207.140.28.50,1987,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,208.76.64.150,2001,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,75.82.180.19,2015,Trading Company
SSV2024,1.18E+11,9/15/2023,9/15/2023,155.190.17.5,1986,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,72.215.152.26,1989,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/15/2023,73.110.245.134,2017,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,216.215.117.170,2018,Energy
SSV2024,1.18E+11,9/11/2023,9/15/2023,71.74.165.66,2003,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/15/2023,9/15/2023,50.244.55.241,1983,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/15/2023,216.98.123.100,1987,Financials
SSV2024,1.18E+11,9/13/2023,9/15/2023,69.21.239.122,2001,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/15/2023,124.37.248.98,2006,Financials
SSV2024,1.18E+11,9/14/2023,9/14/2023,76.81.223.154,2018,Transportation/Logistics
SSV2024,1.18E+11,9/14/2023,9/14/2023,76.53.8.2,2012,Real Estate & Construction
SSV2024,1.18E+11,9/14/2023,9/14/2023,149.20.198.196,2004,Trading Company
SSV2024,1.18E+11,9/14/2023,9/14/2023,108.53.204.97,2011,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/14/2023,99.65.249.97,2015,Trading Company
SSV2024,1.18E+11,9/14/2023,9/14/2023,54.205.91.165,2005,Financials
SSV2024,1.18E+11,9/14/2023,9/14/2023,72.80.75.117,2012,IT
SSV2024,1.18E+11,9/14/2023,9/14/2023,131.148.180.249,2006,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/14/2023,216.98.103.18,1990,Other
SSV2024,1.18E+11,9/14/2023,9/14/2023,32.143.197.26,1999,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/14/2023,98.147.6.146,1974,Other
SSV2024,1.18E+11,9/14/2023,9/14/2023,192.34.49.10,2018,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/14/2023,38.122.147.202,1983,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/14/2023,98.153.199.210,2015,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/14/2023,96.90.119.29,1990,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/14/2023,173.167.18.60,2000,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/14/2023,24.30.110.62,1987,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/14/2023,96.234.29.22,1999,IT
SSV2024,1.18E+11,9/7/2023,9/14/2023,173.220.244.230,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/14/2023,38.140.168.186,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/14/2023,9/14/2023,210.161.24.50,1983,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/14/2023,210.251.203.58,2011,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,107.184.151.8,2009,Commercial Professional Services
SSV2024,1.18E+11,9/13/2023,9/13/2023,4.79.32.202,2011,Real Estate & Construction
SSV2024,1.18E+11,9/13/2023,9/13/2023,12.116.14.158,2004,Other
SSV2024,1.18E+11,9/13/2023,9/13/2023,155.190.52.18,2015,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,218.216.182.243,2021,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/13/2023,201.174.191.74,2013,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,199.167.84.235,1997,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,47.156.205.140,1994,Consumer Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,35.149.2.66,1970,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,174.79.34.3,2022,Trading Company
SSV2024,1.18E+11,9/13/2023,9/13/2023,199.167.84.235,1998,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,47.181.157.139,2001,Financials
SSV2024,1.18E+11,9/13/2023,9/13/2023,71.105.76.208,1986,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,23.118.13.73,1997,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,47.51.57.22,1996,Transportation/Logistics
SSV2024,1.18E+11,9/13/2023,9/13/2023,50.125.119.210,1974,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,12.185.161.18,2008,Financials
SSV2024,1.18E+11,9/13/2023,9/13/2023,136.226.65.29,1981,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,136.226.60.114,1968,Trading Company
SSV2024,1.18E+11,9/13/2023,9/13/2023,155.190.48.24,2020,Other
SSV2024,1.18E+11,9/7/2023,9/13/2023,12.110.242.123,2009,Hospitality
SSV2024,1.18E+11,9/13/2023,9/13/2023,99.75.23.106,2019,IT
SSV2024,1.18E+11,9/13/2023,9/13/2023,107.133.226.57,2011,Transportation/Logistics
SSV2024,1.18E+11,9/13/2023,9/13/2023,32.143.175.106,2006,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,207.141.88.85,1981,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,12.110.240.130,2006,IT
SSV2024,1.18E+11,9/13/2023,9/13/2023,75.238.59.51,1986,Transportation/Logistics
SSV2024,1.18E+11,9/13/2023,9/13/2023,107.165.140.26,1979,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,216.98.98.78,1996,IT
SSV2024,1.18E+11,9/13/2023,9/13/2023,50.235.74.78,1979,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,172.118.134.66,2002,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,69.209.17.66,2019,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,50.77.248.117,1995,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/13/2023,69.75.134.74,2004,Trading Company
SSV2024,1.18E+11,9/13/2023,9/13/2023,72.41.0.42,2014,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,173.197.161.70,1986,Media/Advertising
SSV2024,1.18E+11,9/13/2023,9/13/2023,209.220.24.186,1972,Retail
SSV2024,1.18E+11,9/13/2023,9/13/2023,216.98.101.181,1972,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,76.242.114.237,1973,Other
SSV2024,1.18E+11,9/13/2023,9/13/2023,98.28.226.147,2002,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,173.197.167.250,1973,Transportation/Logistics
SSV2024,1.18E+11,9/13/2023,9/13/2023,50.239.253.174,1996,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,131.148.182.42,1988,Trading Company
SSV2024,1.18E+11,9/6/2023,9/13/2023,107.143.137.95,2011,Trading Company
SSV2024,1.18E+11,9/13/2023,9/13/2023,68.225.20.131,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,97.79.165.218,1984,Other
SSV2024,1.18E+11,9/13/2023,9/13/2023,148.77.125.50,1975,Transportation/Logistics
SSV2024,1.18E+11,9/13/2023,9/13/2023,147.161.195.73,2012,Transportation/Logistics
SSV2024,1.18E+11,9/13/2023,9/13/2023,73.74.39.211,2011,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/13/2023,9/13/2023,144.121.127.22,1983,Media/Advertising
SSV2024,1.18E+11,9/13/2023,9/13/2023,96.92.207.20,1998,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/12/2023,9/12/2023,47.190.59.32,2018,Real Estate & Construction
SSV2024,1.18E+11,9/12/2023,9/12/2023,76.95.215.2,2004,Retail
SSV2024,1.18E+11,9/12/2023,9/12/2023,12.220.241.71,1968,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/12/2023,9/12/2023,104.174.65.17,2013,Other
SSV2024,1.18E+11,9/12/2023,9/12/2023,50.207.237.10,1978,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/12/2023,9/12/2023,34.103.71.20,2019,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/12/2023,9/12/2023,65.82.124.230,1991,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/11/2023,9/11/2023,204.60.17.123,1985,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/11/2023,165.225.242.204,1985,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/11/2023,9/11/2023,217.180.205.20,1985,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/11/2023,9/11/2023,209.137.142.210,1960,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/11/2023,9/11/2023,165.225.222.225,2021,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/10/2023,9/10/2023,157.205.94.6,2009,Trading Company
SSV2024,1.18E+11,9/10/2023,9/10/2023,106.186.215.169,2018,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/10/2023,9/10/2023,76.84.171.98,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/10/2023,9/10/2023,107.194.216.187,2022,Retail
SSV2024,1.18E+11,9/10/2023,9/10/2023,12.247.251.114,1976,Trading Company
SSV2024,1.18E+11,9/9/2023,9/9/2023,162.233.90.45,2002,Other
SSV2024,1.18E+11,9/9/2023,9/9/2023,99.66.50.85,1996,Trading Company
SSV2024,1.18E+11,9/9/2023,9/9/2023,104.174.89.92,1990,Other
SSV2024,1.18E+11,9/8/2023,9/8/2023,107.77.211.127,2022,Transportation/Logistics
SSV2024,1.18E+11,9/8/2023,9/8/2023,172.112.180.138,2018,Other
SSV2024,1.18E+11,9/8/2023,9/8/2023,76.143.248.249,1972,Energy
SSV2024,1.18E+11,9/8/2023,9/8/2023,104.182.218.0,2019,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/8/2023,104.4.216.113,2022,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/8/2023,216.98.126.34,2007,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/8/2023,12.69.83.42,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/8/2023,50.252.117.250,1994,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/8/2023,24.241.144.227,2004,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/8/2023,97.70.167.83,2013,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/8/2023,47.181.186.116,1995,Trading Company
SSV2024,1.18E+11,9/8/2023,9/8/2023,107.142.56.155,1961,Trading Company
SSV2024,1.18E+11,9/8/2023,9/8/2023,108.222.144.41,2018,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/8/2023,9/8/2023,136.226.3.78,1995,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,96.28.96.52,2004,Trading Company
SSV2024,1.18E+11,9/7/2023,9/7/2023,70.187.195.219,2011,IT
SSV2024,1.18E+11,9/7/2023,9/7/2023,12.206.230.90,1974,Transportation/Logistics
SSV2024,1.18E+11,9/7/2023,9/7/2023,155.190.52.20,1987,Financials
SSV2024,1.18E+11,9/7/2023,9/7/2023,108.217.239.101,1988,Entertainment
SSV2024,1.18E+11,9/7/2023,9/7/2023,38.42.58.52,2016,Retail
SSV2024,1.18E+11,9/7/2023,9/7/2023,205.145.18.5,2002,Transportation/Logistics
SSV2024,1.18E+11,9/7/2023,9/7/2023,70.107.184.209,1951,Trading Company
SSV2024,1.18E+11,9/7/2023,9/7/2023,50.196.141.85,2002,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,104.129.159.227,1988,Financials
SSV2024,1.18E+11,9/7/2023,9/7/2023,104.129.199.40,1996,IT
SSV2024,1.18E+11,9/7/2023,9/7/2023,162.255.35.130,2016,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,23.124.239.96,2007,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,98.153.199.74,1961,Hospitality
SSV2024,1.18E+11,9/7/2023,9/7/2023,173.161.11.65,2001,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,104.129.206.209,2021,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,14.13.74.1,2020,Health Care
SSV2024,1.18E+11,9/7/2023,9/7/2023,151.197.31.148,2016,IT
SSV2024,1.18E+11,9/6/2023,9/7/2023,216.168.44.218,2006,Trading Company
SSV2024,1.18E+11,9/7/2023,9/7/2023,184.189.201.183,2010,IT
SSV2024,1.18E+11,9/7/2023,9/7/2023,104.187.198.1,2003,Entertainment
SSV2024,1.18E+11,9/7/2023,9/7/2023,192.34.48.10,1973,IT
SSV2024,1.18E+11,9/7/2023,9/7/2023,50.205.130.170,2001,Health Care
SSV2024,1.18E+11,9/7/2023,9/7/2023,107.184.155.62,2000,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,216.194.99.109,1982,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,3.17.228.10,1999,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,71.245.66.140,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,45.27.185.169,2007,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,69.209.16.134,2002,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,149.19.49.98,1972,Government
SSV2024,1.18E+11,9/7/2023,9/7/2023,209.137.142.210,2017,Energy
SSV2024,1.18E+11,9/7/2023,9/7/2023,73.189.12.121,2011,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,98.154.15.154,1974,Trading Company
SSV2024,1.18E+11,9/6/2023,9/7/2023,172.91.234.95,2017,Entertainment
SSV2024,1.18E+11,9/7/2023,9/7/2023,50.244.51.84,1963,Trading Company
SSV2024,1.18E+11,9/7/2023,9/7/2023,216.98.110.74,1996,Media/Advertising
SSV2024,1.18E+11,9/7/2023,9/7/2023,73.155.225.87,2014,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,142.105.99.42,2021,Retail
SSV2024,1.18E+11,9/7/2023,9/7/2023,66.202.161.158,2017,Commercial Professional Services
SSV2024,1.18E+11,9/7/2023,9/7/2023,150.221.177.65,2019,Hospitality
SSV2024,1.18E+11,9/7/2023,9/7/2023,72.213.247.70,1986,Trading Company
SSV2024,1.18E+11,9/7/2023,9/7/2023,207.96.79.184,2003,Other
SSV2024,1.18E+11,9/7/2023,9/7/2023,50.217.242.194,1989,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,98.224.223.217,2019,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/7/2023,72.214.23.46,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,40.124.38.148,1997,Other
SSV2024,1.18E+11,9/7/2023,9/7/2023,104.8.35.249,2017,Trading Company
SSV2024,1.18E+11,9/6/2023,9/7/2023,50.209.216.169,1999,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,96.92.49.50,1987,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,216.163.3.195,1989,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,135.84.167.162,2010,Other
SSV2024,1.18E+11,9/7/2023,9/7/2023,73.111.167.67,1973,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,147.0.224.186,2006,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,208.209.215.42,2013,Real Estate & Construction
SSV2024,1.18E+11,9/7/2023,9/7/2023,174.204.128.157,2007,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,199.48.72.132,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,149.20.200.252,2018,Financials
SSV2024,1.18E+11,9/7/2023,9/7/2023,76.198.154.135,1989,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,12.201.200.82,2018,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,66.103.253.42,2014,Other
SSV2024,1.18E+11,9/7/2023,9/7/2023,72.69.71.242,1970,Trading Company
SSV2024,1.18E+11,9/7/2023,9/7/2023,47.46.137.202,1996,Transportation/Logistics
SSV2024,1.18E+11,9/7/2023,9/7/2023,209.65.129.90,1994,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/7/2023,9/7/2023,73.44.187.133,2018,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,50.204.47.106,1991,Trading Company
SSV2024,1.18E+11,9/6/2023,9/6/2023,49.239.67.76,2001,Consumer Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,72.2.35.167,1995,Trading Company
SSV2024,1.18E+11,9/6/2023,9/6/2023,65.208.129.83,1977,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,136.58.92.1,2003,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,23.28.101.109,1969,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,12.32.165.35,2000,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,136.226.79.8,1984,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,162.239.86.105,1998,Transportation/Logistics
SSV2024,1.18E+11,9/6/2023,9/6/2023,209.137.151.98,1980,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,68.225.239.219,1999,Other
SSV2024,1.18E+11,9/6/2023,9/6/2023,32.132.147.186,2000,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,107.184.176.43,2008,Consumer Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,99.1.244.183,1992,Trading Company
SSV2024,1.18E+11,9/6/2023,9/6/2023,64.129.221.242,1982,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,68.252.211.193,2010,Real Estate & Construction
SSV2024,1.18E+11,9/6/2023,9/6/2023,76.250.194.25,1988,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,209.252.101.131,2021,Trading Company
SSV2024,1.18E+11,9/6/2023,9/6/2023,209.215.120.211,2016,Health Care
SSV2024,1.18E+11,9/6/2023,9/6/2023,47.181.157.39,1980,Trading Company
SSV2024,1.18E+11,9/6/2023,9/6/2023,67.113.123.65,1985,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,96.65.104.37,2016,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,107.216.241.230,2013,Commercial Professional Services
SSV2024,1.18E+11,9/6/2023,9/6/2023,69.75.55.42,2002,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,162.199.236.11,2000,Manufacturing/Industrial Products
SSV2024,1.18E+11,9/6/2023,9/6/2023,12.201.18.250,2011,IT
SSV2024,1.18E+11,9/6/2023,9/6/2023,108.225.27.49,1984,Other
SSV2024,1.18E+11,9/6/2023,9/6/2023,150.49.240.1,1982,Energy
SSV2025,1.19E+11,9/5/2024,9/5/2024,201.174.191.74,2013,Manufacturing - Auto Parts/Equipments
SSV2025,1.19E+11,9/5/2024,9/5/2024,67.169.54.118,2010,Government
SSV2025,1.19E+11,9/5/2024,9/5/2024,45.62.182.98,1980,Retail - Other
SSV2025,1.19E+11,9/5/2024,9/5/2024,209.137.144.158,1972,Manufacturing - Food/Beverage
SSV2025,1.19E+11,9/4/2024,9/5/2024,216.98.101.181,1972,Manufacturing - Metals/Non Metals
SSV2025,1.19E+11,9/5/2024,9/5/2024,116.82.48.149,2014,Trading company - Other
SSV2025,1.19E+11,9/4/2024,9/4/2024,68.252.211.193,2010,Real Estate & Construction - Real Estate Agency/Property Management
SSV2025,1.19E+11,9/4/2024,9/4/2024,34.103.71.20,2019,Manufacturing - Automobile Manufacturers
SSV2025,1.19E+11,9/4/2024,9/4/2024,68.230.181.23,2011,Manufacturing - Other
SSV2025,1.19E+11,9/4/2024,9/4/2024,12.18.189.162,2017,Retail - Apparel
SSV2025,1.19E+11,8/27/2024,9/4/2024,76.132.69.85,1957,Consumer Products - Food/Beverage
SSV2025,1.19E+11,9/4/2024,9/4/2024,38.140.103.122,2021,Energy - Other
SSV2025,1.19E+11,9/4/2024,9/4/2024,207.5.77.26,2015,Professional Service - Consulting
SSV2025,1.19E+11,9/4/2024,9/4/2024,99.108.4.89,1984,Manufacturing - Other
SSV2025,1.19E+11,9/4/2024,9/4/2024,47.22.16.130,1995,Manufacturing - Machinery/Electrical Equipment
SSV2025,1.19E+11,9/4/2024,9/4/2024,166.149.7.230,2006,Transportation & Logistics - Forwarding
SSV2025,1.19E+11,9/3/2024,9/4/2024,98.153.222.242,1986,Transportation & Logistics - Ship/Marine
SSV2025,1.19E+11,8/20/2024,9/4/2024,71.56.5.88,2014,Manufacturing - Machinery/Electrical Equipment
SSV2025,1.19E+11,9/4/2024,9/4/2024,216.21.169.253,2023,Manufacturing - Automobile Manufacturers
SSV2025,1.19E+11,9/4/2024,9/4/2024,97.82.21.54,2002,Manufacturing - Auto Parts/Equipments
SSV2025,1.19E+11,9/4/2024,9/4/2024,47.230.37.11,1932,NPO
SSV2025,1.19E+11,9/4/2024,9/4/2024,96.80.235.217,1966,Trading company - Metals/Non Metals
SSV2025,1.19E+11,9/3/2024,9/3/2024,76.32.226.126,2006,Manufacturing - Machinery/Electrical Equipment
SSV2025,1.19E+11,9/3/2024,9/3/2024,162.202.210.81,2004,Trading company - Foods
SSV2025,1.19E+11,9/3/2024,9/3/2024,12.146.78.75,1988,Trading company - Machinery/Electrical Equipment
SSV2025,1.19E+11,9/3/2024,9/3/2024,173.13.162.225,2009,Real Estate & Construction - Construction/Architectural
SSV2025,1.19E+11,9/3/2024,9/3/2024,192.154.122.186,2014,Manufacturing - Auto Parts/Equipments
SSV2025,1.19E+11,9/3/2024,9/3/2024,165.225.61.217,1999,Trading company - Chemical/Plastic
SSV2025,1.19E+11,9/3/2024,9/3/2024,47.181.186.116,2000,Trading company - Chemical/Plastic
SSV2025,1.19E+11,9/3/2024,9/3/2024,107.209.56.177,1972,Manufacturing - Other
SSV2025,1.19E+11,9/3/2024,9/3/2024,23.123.88.3,2008,Manufacturing - Other
SSV2025,1.19E+11,9/3/2024,9/3/2024,206.132.164.42,1998,Manufacturing - Food/Beverage
SSV2025,1.19E+11,9/3/2024,9/3/2024,76.81.163.210,1985,Trading company - Chemical/Plastic
SSV2025,1.19E+11,9/3/2024,9/3/2024,216.98.113.234,2010,Trading company - So-go (General)
SSV2025,1.19E+11,9/3/2024,9/3/2024,50.227.41.78,2015,IT - Hardware
SSV2025,1.19E+11,8/26/2024,9/3/2024,136.226.122.203,2020,Retail - Other
SSV2025,1.19E+11,9/3/2024,9/3/2024,12.238.231.66,1990,Manufacturing - Auto Parts/Equipments
SSV2025,1.19E+11,9/3/2024,9/3/2024,104.174.77.15,2009,Professional Service - Consulting
SSV2025,1.19E+11,9/3/2024,9/3/2024,47.41.11.22,2000,Trading company - Foods
SSV2025,1.19E+11,8/20/2024,9/3/2024,12.189.99.201,1979,Manufacturing - Electronics/Semiconductors
SSV2025,1.19E+11,9/3/2024,9/3/2024,216.98.126.34,2007,Manufacturing - Food/Beverage
SSV2025,1.19E+11,8/27/2024,9/3/2024,76.53.210.3,2006,Health Care - Pharmaceuticals/Biotechnology
SSV2025,1.19E+11,8/26/2024,9/3/2024,216.205.116.67,1994,Trading company - Chemical/Plastic
SSV2025,1.19E+11,9/3/2024,9/3/2024,69.75.85.104,2011,IT - IT Service
SSV2025,1.19E+11,9/3/2024,9/3/2024,173.220.244.230,1988,Trading company - Chemical/Plastic
SSV2025,1.19E+11,9/3/2024,9/3/2024,20.169.201.116,1986,Real Estate & Construction - Real Estate Agency/Property Management
SSV2025,1.19E+11,9/3/2024,9/3/2024,12.16.107.250,1983,Entertainment - Gaming
SSV2025,1.19E+11,9/3/2024,9/3/2024,96.66.151.113,1997,Manufacturing - Automobile Manufacturers
SSV2025,1.19E+11,9/3/2024,9/3/2024,68.225.130.50,1996,Manufacturing - Machinery/Electrical Equipment
SSV2025,1.19E+11,9/3/2024,9/3/2024,76.87.246.200,1987,Transportation & Logistics - Forwarding
SSV2025,1.19E+11,9/3/2024,9/3/2024,107.185.87.40,1990,Retail - Other
SSV2025,1.19E+11,9/3/2024,9/3/2024,104.2.74.84,2021,Professional Service - Accounting/Auditing
SSV2025,1.19E+11,9/3/2024,9/3/2024,50.239.253.174,1996,Manufacturing - Chemical/Plastic
SSV2025,1.19E+11,9/1/2024,9/1/2024,173.184.81.161,1990,Manufacturing - Metals/Non Metals
SSV2025,1.19E+11,8/31/2024,8/31/2024,73.170.210.61,2013,Trading company - Machinery/Electrical Equipment
SSV2025,1.19E+11,8/31/2024,8/31/2024,210.136.107.239,1907,Trading company - Foods
SSV2025,1.19E+11,8/29/2024,8/30/2024,68.225.20.178,2020,Health Care - Health Care Equipment/Medical Device
SSV2025,1.19E+11,8/22/2024,8/30/2024,216.9.110.2,1985,Manufacturing - Other
SSV2025,1.19E+11,8/30/2024,8/30/2024,12.63.224.38,1983,Manufacturing - Automobile Manufacturers
SSV2025,1.19E+11,8/30/2024,8/30/2024,104.33.36.38,1973,Manufacturing - Food/Beverage
SSV2025,1.19E+11,8/30/2024,8/30/2024,96.92.49.50,1987,Manufacturing - Automobile Manufacturers
