Respondent ID,Start Date,End Date,IP Address,Year Established,Industry
1.19E+11,8/20/2024,8/20/2024,24.12.185.229,2007,Manufacturing - Automobile Manufacturers
1.19E+11,8/20/2024,8/20/2024,216.98.110.74,1996,Media - Broadcasting
1.19E+11,8/20/2024,8/20/2024,108.35.118.98,1980,Trading company - Other
1.19E+11,8/20/2024,8/20/2024,12.69.83.42,1988,Manufacturing - Food/Beverage
1.19E+11,8/20/2024,8/20/2024,108.251.198.201,1989,Media - Other
1.19E+11,8/20/2024,8/20/2024,198.179.82.162,2011,Finance - Bank/Finance
1.19E+11,8/20/2024,8/20/2024,134.238.188.69,2019,Health Care - Pharmaceuticals/Biotechnology
1.19E+11,8/20/2024,8/20/2024,172.58.231.251,1974,Hospitality - Travel
1.19E+11,8/20/2024,8/20/2024,209.36.241.210,1992,Trading company - So-go (General)
1.19E+11,8/20/2024,8/20/2024,96.57.151.170,2004,Trading company - Chemical/Plastic
1.19E+11,8/20/2024,8/20/2024,107.143.136.80,2007,Trading company - Electronics/Semiconductors
1.19E+11,8/20/2024,8/20/2024,204.60.17.123,1985,Manufacturing - Machinery/Electrical Equipment
1.19E+11,8/20/2024,8/20/2024,126.142.120.6,1982,Manufacturing - Other
1.19E+11,8/20/2024,8/20/2024,38.140.97.82,2008,Finance - Other
1.19E+11,8/20/2024,8/20/2024,12.206.230.90,1974,Transportation & Logistics - Forwarding
1.19E+11,8/20/2024,8/20/2024,74.218.65.203,1994,Manufacturing - Auto Parts/Equipments
1.19E+11,8/20/2024,8/20/2024,98.154.15.154,1974,Trading company - Other
1.19E+11,8/20/2024,8/20/2024,73.69.254.224,1991,Health Care - Health Care Equipment/Medical Device
1.19E+11,8/20/2024,8/20/2024,108.198.105.105,1960,Manufacturing - Industrial Paper/Forest Products
1.19E+11,8/20/2024,8/20/2024,38.140.180.186,1988,Finance - Other
1.19E+11,8/20/2024,8/20/2024,174.79.34.3,2022,Trading company - Other
1.19E+11,8/20/2024,8/20/2024,50.196.141.85,2002,Manufacturing - Machinery/Electrical Equipment
1.19E+11,8/20/2024,8/20/2024,104.8.35.249,2007,Trading company - Other
1.19E+11,8/20/2024,8/20/2024,74.142.128.150,2015,Manufacturing - Machinery/Electrical Equipment
1.19E+11,8/20/2024,8/20/2024,207.159.85.194,2014,IT - IT Service
1.19E+11,8/20/2024,8/20/2024,69.193.135.214,2023,Consumer Products - Textile/Apparel/Accessories
1.19E+11,8/20/2024,8/20/2024,99.158.166.181,1963,Trading company - Chemical/Plastic
1.19E+11,8/20/2024,8/20/2024,209.215.120.211,2015,Health Care - Health Care Equipment/Medical Device
1.19E+11,8/20/2024,8/20/2024,98.189.85.50,2001,Manufacturing - Electronics/Semiconductors
